ID	[ADD CALENDAR ID HERE]
Name	StartTime	EndTime	TimeZone	Location	Description	MoreDetails	IsScheduled
CR219: An Atypical Career Path: Film to Games to AR to R&D- How Engineering & Art Enhance Each Other	Friday, October 4, 2019 12:15 PM	Friday, October 4, 2019 12:45 PM	UTC-4	Hyatt Plaza International Ballroom G	Audience Level: Early Career | Track: Career | Focus Area: Career Management Mastery | Start Date: Friday, October 4, 2019 | Start Time: 12:15 PM | End Time: 12:45 PM | Location: Hyatt Plaza International Ballroom G | Speakers: Maggie Oh	"In ""An Atypical Career Path: Film to Games to AR to R&D,"" Maggie Oh will cover how her career in various art and engineering roles have allowed her to be fulfilled in games, film VFX, AR, and R&D. She'll go over how she forged her own career track; how to build a supportive network along the way; and how being aware of the glass cliff is the first step to avoiding it in the first place."	N
CR309: Tough Talks in The Workplace: Conversations You Don't Love But Need to Advance Your Career	Friday, October 4, 2019 12:15 PM	Friday, October 4, 2019 12:45 PM	UTC-4	Hyatt Regency Ballroom S	Audience Level: Mid-Career | Track: Career | Focus Area: Career Management Mastery | Start Date: Friday, October 4, 2019 | Start Time: 12:15 PM | End Time: 12:45 PM | Location: Hyatt Regency Ballroom S | Speakers: LaCinda Clem	To advance your career, you must be your own best advocate, especially as a woman in technology. And part of that is facing difficult dialogues with a strategy and confidence. Learn powerful approaches and tips to tackle crucial but challenging conversations in the workplace, such as negotiating a pay increase, promotion or new role, as well as ideas to advance your career today.	N
CS702: Scaling Microsimulation Modeling in the Cloud	Friday, October 4, 2019 12:15 PM	Friday, October 4, 2019 12:45 PM	UTC-4	OCCC W304G	Audience Level: Advanced | Track: Computer Systems Engineering | Focus Area: Emerging Platforms and Applications of CSE | Start Date: Friday, October 4, 2019 | Start Time: 12:15 PM | End Time: 12:45 PM | Location: OCCC W304G | Speakers: Jessica Kelly	Over the past several years, the Office of Technology and Data Science at The Urban Institute has been working to lift compute resources to the cloud. By leveraging cloud compute, we have increased the number of runs possible by day by a minimum factor of 65. This paper focuses on what it takes to deploy such a model to the cloud, and what is required to scale a large number of jobs.	N
TW578: Exclusive Tips for Inclusive Design	Friday, October 4, 2019 12:15 PM	Friday, October 4, 2019 1:15 PM	UTC-4	OCCC W414A	Audience Level: Beginning | Track: Tech for Women | Focus Area: Inclusive Design | Start Date: Friday, October 4, 2019 | Start Time: 12:15 PM | End Time: 1:15 PM | Location: OCCC W414A | Speakers: Victoria Berkowitz, Kaitlin Coventry-Cox, Nan Wang	Electronic toothbrushes sound like a dentist's dream, but there were more factors considered during its design. Using inclusive design principles, learn how accessible technologies have helped people with disabilities and improved design practices. In this workshop, participants will learn to create products using inclusive design principles and collaborate to prototype new accessible features.	N
DS518: A Survey of Data Science Applications in Retail	Friday, October 4, 2019 12:30 PM	Friday, October 4, 2019 1:00 PM	UTC-4	OCCC W311F	Audience Level: Beginning | Track: Data Science | Focus Area: Novel Applications, Use Cases, and Lessons Learned | Start Date: Friday, October 4, 2019 | Start Time: 12:30 PM | End Time: 1:00 PM | Location: OCCC W311F | Speakers: Iva Horel	As a consumer, have you ever wondered what the life stages of a retail product are? At Macy's, a product is touched by dozens of algorithms from its conception to the clearance rack: from determining how to allocate it across 600+ stores to how to affect in-season sales by tweaking the price and marketing. In this talk we'll explore a survey of models used in retail to inform the above decisions.	N
VR579: Experience your First VR design.	Friday, October 4, 2019 12:30 PM	Friday, October 4, 2019 1:30 PM	UTC-4	OCCC W415B	Audience Level: Beginning | Track: Virtual, Augmented, and Mixed Reality | Focus Area: Designing and Developing AR/VR/MR | Start Date: Friday, October 4, 2019 | Start Time: 12:30 PM | End Time: 1:30 PM | Location: OCCC W415B | Speakers: Monisha Pattanaik, Aparna Kongot, Muktha Hiremath	Virtual Reality is an emerging technology and the focus of the hands-on workshop is to create awareness about human perceptions like spatial audio, head tracking, acceleration, cone of vision etc. Participants will learn by applying these design principles to a real-world design challenge while creating low fidelity design prototypes that can be experienced through a VR web viewer or VR headset.	N
SE510: Embedding Social Responsibility and Ethics into the Engineering Lifecycle	Friday, October 4, 2019 12:30 PM	Friday, October 4, 2019 1:30 PM	UTC-4	OCCC W224A	Audience Level: Beginning | Track: Software Engineering | Focus Area: Continuous Integration, Agile Methodologies, Testing, and Automation | Start Date: Friday, October 4, 2019 | Start Time: 12:30 PM | End Time: 1:30 PM | Location: OCCC W224A | Speakers: Amanda Casari, Kathy Pham, Sarah Hubbard, Hallie Benjamin, Niveditha Kalavakonda	Social responsibility exists at the periphery of the tech industry, starting with limited ethics classes in CS curricula and later codified in engineering practices and company culture. This panel brings together software engineers, data scientists, product managers, AI researchers, and policy specialists to discuss the societal impacts of what we build and how we build it.	N
Innovation from the Margins: Lessons from a Worker Movement	Friday, October 4, 2019 12:30 PM	Friday, October 4, 2019 1:15 PM	UTC-4	OCCC Chapin Theater (Lvl 3)	Audience Level: All | Track: Featured Session | Start Date: Friday, October 4, 2019 | Start Time: 12:30 PM | End Time: 1:15 PM | Location: OCCC Chapin Theater (Lvl 3) | Speakers: Palak Shah	Too often, technology has been used to solve primarily for efficiency, convenience, and profit. Through her work with the National Domestic Workers Alliance (NDWA), Palak Shah has been pioneering the use of technology for equity and opportunity. Palak will share lessons from the past five years innovating from the margins at NDWA Labs and building its flagship portable benefits product, Alia.	N
AI608: Developer Productivity in AI and Robotics: The Baseline Ecosystem	Friday, October 4, 2019 12:30 PM	Friday, October 4, 2019 1:00 PM	UTC-4	OCCC W304C	Audience Level: Intermediate | Track: Artificial Intelligence | Focus Area: Robots and Engineering | Start Date: Friday, October 4, 2019 | Start Time: 12:30 PM | End Time: 1:00 PM | Location: OCCC W304C | Speakers: Neeti Wagle, Joelle Lam	Joelle and Neeti will present the tooling ecosystem required to make rapid progress in developing autonomous systems. This ecosystem ensures developers can keep pace with industry and are courageous enough to make risky changes that bring breakthroughs. We share challenges encountered,  key lessons learned, and simple ways you can bring such tools to your project.	N
AZ538: The Business of Robotics: How Emerging Technologies Can Drive Change and Sustainability.	Friday, October 4, 2019 12:45 PM	Friday, October 4, 2019 1:15 PM	UTC-4	OCCC W222B	Audience Level: Beginning | Track: Products A to Z | Focus Area: Product Development | Start Date: Friday, October 4, 2019 | Start Time: 12:45 PM | End Time: 1:15 PM | Location: OCCC W222B | Speakers: Sandy Agnos	Robotic industry veteran Sandy Agnos outlines a novel approach to robotics. AI & IoT give opportunities for productivity optimization within global industries. Learn how the value of robots drives efficiency, which can lead to sustainability. Leave knowing what to look for in business partners, how to gain robotic adoption, and strategy for expanding your product portfolio and market eco-system.	N
AC107: Understanding Retention Trends for Underrepresented Groups in United States CS Programs	Friday, October 4, 2019 12:45 PM	Friday, October 4, 2019 1:45 PM	UTC-4	Hyatt Regency Ballroom Q	Audience Level: All | Track: Academic | Start Date: Friday, October 4, 2019 | Start Time: 12:45 PM | End Time: 1:45 PM | Location: Hyatt Regency Ballroom Q | Speakers: Tracy Camp, Debra Richardson, Stuart H. Zweben, Colleen Lewis	The Association for Computing Machinery (ACM) Education Board formed a committee on retention to examine and address the retention of women and other underrepresented groups (URGs), specifically in four-year post-secondary CS programs in the U.S. This panel will use the backdrop of the committee to discuss findings, potential interventions, and what might work best for reaching parity in CS.	N
VR716: Inclusive Augmented Reality Face Augmentation	Friday, October 4, 2019 12:45 PM	Friday, October 4, 2019 1:15 PM	UTC-4	OCCC W415A	Audience Level: Advanced | Track: Virtual, Augmented, and Mixed Reality | Focus Area: Designing and Developing AR/VR/MR | Start Date: Friday, October 4, 2019 | Start Time: 12:45 PM | End Time: 1:15 PM | Location: OCCC W415A | Speakers: Lucy Abramyan, Garima Chawla	Camera, Camera on the phone, who is the fairest of us all? We'll discuss lessons we learned to ensure machine learning fairness while building Google ARCore's Face Augmentation framework. We'll address steps beyond training ML models: collecting and storing data securely, labeling without bias, and measuring fairness. We'll provide a quick tutorial of how you can use the face augmentation feature.	N
ET521: How to Build a Trapped Ion Quantum Computer	Friday, October 4, 2019 12:45 PM	Friday, October 4, 2019 1:15 PM	UTC-4	OCCC W314A	Audience Level: Beginning | Track: Emerging Technology | Focus Area: Quantum Computing | Start Date: Friday, October 4, 2019 | Start Time: 12:45 PM | End Time: 1:15 PM | Location: OCCC W314A | Speakers: Caroline Figgatt, Patricia Lee	We are currently building a commercial trapped ion quantum computer with record-breaking performance at Honeywell Quantum Solutions. In this introductory talk designed for a broad audience, we will discuss the necessary ingredients for a quantum computer, why trapped ions are excellent qubits, and how we use lasers, electronics, and other technologies to control the quantum state of trapped ions.	N
OS718: The Hitchhiker's Guide to Browser Developer Tools	Friday, October 4, 2019 1:00 PM	Friday, October 4, 2019 2:00 PM	UTC-4	OCCC W230C	Audience Level: Advanced | Track: Open Source | Start Date: Friday, October 4, 2019 | Start Time: 1:00 PM | End Time: 2:00 PM | Location: OCCC W230C | Speakers: Frances Jurek, Neeharika Bollepalli	Have you ever gotten stuck building a web application? Browser developer tools to the rescue! Knowing how to debug web applications at run-time is an essential skill for developers. While all major browsers offer great debugging capabilities, we will focus on Chrome to dissect and debug a web application. Don't panic! After this session, you will be a frood who really knows where her towel is.	N
CS706: A Low-Cost Lidar-Camera System For Unmanned Aerial Mapping Of Soil Microtopography	Friday, October 4, 2019 1:00 PM	Friday, October 4, 2019 1:30 PM	UTC-4	OCCC W312C	Audience Level: Advanced | Track: Computer Systems Engineering | Focus Area: Emerging Platforms and Applications of CSE | Start Date: Friday, October 4, 2019 | Start Time: 1:00 PM | End Time: 1:30 PM | Location: OCCC W312C | Speakers: Mozhdeh Shahbazi	As global food demand is increasing rapidly, automation is pushing the agriculture industry into a new chapter, in which sensors and computing play a critical role. Accordingly, this article introduces a technological advancement to map and monitor physical soil characteristics using a multi-sensor solution from unmanned aerial vehicles (UAVs).	N
